"capturedate","id","lat","long","alt"
"2023-10-18T12:50:37","38a7fe867c5e7119",43.4707737,-80.5441566,305.5
"2023-10-18T12:50:37","38a7fe867c5e7119",43.4707737,-80.5441566,305.5
"2023-10-18T12:50:37","38a7fe867c5e7119",43.4707737,-80.5441566,305.5
"2023-10-18T12:52:46","-6152717953892893968",43.470904739931,-80.544204685711,368.183238838799
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:54:35","bf09563aab47fcc9",43.4757603,-80.5415878,0
"2023-10-18T12:57:28","ed93e3a1a0b5302c",43.4707736,-80.5438329,305.600006103516
"2023-10-18T12:57:28","ed93e3a1a0b5302c",43.4707736,-80.5438329,305.600006103516
"2023-10-18T12:57:28","ed93e3a1a0b5302c",43.4707736,-80.5438329,305.600006103516
"2023-10-18T12:59:57","bec861674e55c00a",43.4707714,-80.5441497,305.5
"2023-10-18T12:59:57","bec861674e55c00a",43.4707714,-80.5441497,305.5
"2023-10-18T12:59:57","bec861674e55c00a",43.4707714,-80.5441497,305.5
"2023-10-18T12:59:57","bec861674e55c00a",43.4707714,-80.5441497,305.5
"2023-10-18T13:00:48","38a7fe867c5e7119",43.4734797,-80.5464493,0
"2023-10-18T13:00:48","38a7fe867c5e7119",43.4734797,-80.5464493,0
"2023-10-18T13:00:48","38a7fe867c5e7119",43.4734797,-80.5464493,0
